ID,Tipo,TextUser,Timer,Txtime
3,I/D,"Mis fortalezas: comprensible en todo momento, humilde y parlanchín. En mis de debilidades soy muy honesto y suelo perder la concentración porque soy juguetón",11:33,4:23
0,D/I,"Unas de mis fortalezas es que me adapto fácilmente a mi entorno, que digo las cosas como son sin importar lo que los demás opinen. Unas de mis debilidades serían que soy muy poco tolerable y que me enojo fácilmente ",10:13,1:50
11,C/S,"Me gusta aprender cosas nuevas y me aburro con lo cotidiano",10:49,0:36
8,S/C,"Nada estoy muy contenta con mi trabajo y muy cómoda, con todo y mis compañeros no tengo ningún problema ",9:19,1:9
5,I/C,"Sociable amable muy trabajadora",2:57,0:43
13,IS/DC,"Siempre trato de ver en cómo puedo ayudar a los demás, siendo respetuoso ",8:16,0:56
7,S/I,"Me gusta el trabajo que hago, mi debilidad es no ser muy sociable ",4:59,1:24
13,IS/DC,"Mis fortalezas son; responsabilidad, capacidad de resolver problemas y respeto por mis compañeros, pero mi debilidad es la impaciencia ",6:37,3:32
0,D/I,"Fortalezas: trabajo en equipo, servicial, amable, mente ágil, disciplinado. Debilidades: impuntual, poco interés en asuntos personales",8:50,1:38
4,I/S,"Mi fortaleza es mi carácter fuerte y mi facilidad de palabra y habilidades sociales. Mi debilidad es mi poca tolerancia a confrontación por problemas en el área de trabajo",6:59,1:49
8,S/C,"Mis fortalezas; es que soy maduro, perseverante y cumplido en mi trabajo. mis debilidades; no me gustan los cambios repentinos y suelo trabajar al ritmo que yo crea mejor para mi",11:35,1:34
6,S/D,"Mi fortaleza más grande es mi responsabilidad, trabajo en equipo y soy muy pacífico. Mis debilidades son que soy algo distraído, indiscreto y me gusta mucho platicar por lagos periodos de tiempo.",9:54,1:35
7,S/I,"Mis fortalezas es que soy respetuosa me gusta respetar las ideas de los demás y trato de llevarme con todos en el trabajo y mis debilidades es que a veces me cuesta ser sociable con los demás siento que soy muy callada",11:54,3:36
1,D/S,"Considero que me gusta mi trabajo así que soy responsable, sé trabajar en equipo y direccionar a los que tengo a mi cargo, debilidades distraido",7:29,4:7
8,S/C,"Fortalezas: leal, persistente, centrado. Desventajas: rutinario, comodino, impuntual ",5:22,1:56
3,I/D,"Considero que mi fortaleza es que soy extrovertido y mi debilidad es que me cuesta trabajo concentrarme en el trabajo.",10:13,1:36
7,S/I,"Al momento de hacer mi trabajo siempre soy cuidadoso, también soy muy paciente y no me gusta que me regañen.",7:58,1:20
2,D/C,"Mi fortaleza es que soy una persona de carácter muy fuerte, siempre mantengo mi palabra sin importar las circunstancias. Mi debilidad es que me frustran las reglas y que prefiero trabajar solo.",7:57,2:10
7,S/I,"Mi fortaleza es lo paciente que soy, mi eficiencia y mi debilidad es que no me gustan los trabajos bajo presión.",12:18,1:20
0,D/I"Fortalezas: soy muy sociable, carismática y suelo persuadir a otros con facilidad. Mi debilidad es que soy algo impaciente y distraída.",6:9,1:58
3,I/D,"La fortaleza más grande que tengo es que soy muy extrovertido, pero a la vez es mi debilidad ya que suelo no concentrarme muy seguido por hablar con los demás.",7:26,0:43
3,I/D,"Fortalezas: Equilibrado, buen compañero y muy sociable. Debilidades: distraído, falta de confianza, hiperactivo",5:12,1:23
8,S/C,"Siempre logro los objetivos que me propongo, soy muy persistente, diciplinado. Mi debilidad son los cambios, no me gusta salir de mi rutina diaria",12:32,1:54
0,D/I,"Todos tienen sus propias debilidades y fortalezas. Estas pueden cambiar según la situación y el momento. Creo que si tienes perseverancia, diligencia y trabajo duro, puedes solucionarlo",10:05,0:50
7,S/I,"Soy creativo, tengo buenas habilidades de comunicación, jugador de equipo, disciplinado y respeto con una actitud siempre positiva. Mi debilidad Soy un poco pensador y estoy trabajando en ello. Y confío en las personas con mucha facilidad.",8:34,1:25
0,D/I,"Mis fortalezas son pensar, trabajar rápido y aprender. Mi debilidad es confiar fácilmente en todos.",9:15,1:22
6,S/D,"Mi mayor fortaleza es que tengo una actitud positiva en todo lo que hago, incluso si es algo nuevo. Esto se debe a que creo que el dolor y la sobrecarga que estoy enfrentando ahora solo me están preparando para algo más grande en el futuro. Tiendo a Enfocarme en las cosas buenas de la vida, pero también considerar las malas como lecciones de vida. Mi debilidad es que soy una persona emocional y pensadora. Tiendo a buscar la aprobación de los demás en lugar de confiar en lo que sé y lo que soy. capaz de hacer (y estoy trabajando en ello)",11:23,7:12
2,D/C,"Mi fortaleza es que aprendo rápido, soy una persona trabajadora y motivada, segura de sí misma y con una actitud positiva. Mi debilidad es que no me gusta presentar mi trabajo hasta que no esté satisfecho y me siento incómodo cuando no puedo completar mi tarea a tiempo",8:23,2:43
7,S/I,"Mis fortalezas son un trabajador inteligente, creativo y motivado, que aprende rápido, el liderazgo y también una actitud positiva. Mi debilidad es pensar demasiado, pero estoy trabajando en ello",12:34,1:34
2,D/C,"Fortaleza: manejo el tiempo, tomo decisiones, me relaciono fácilmente con los demás y soy bueno para resolver problemas. Debilidad: realizo una actividad, proyecto o cualquier otro trabajo. Lo he completado por completo después de ir a cualquier otro trabajo. ",9:23,2:02
10,C/I,"Mi fortaleza es que aprendo rápido, soy una persona activa y trabajadora. Mi debilidad es que no me siento bien hasta que terminé mi trabajo a tiempo",18:23,1:23
6,S/D,"Mis puntos fuertes son que soy automotivado, trabajador, aprendo rápido y soy un buen jugador de equipo. Mi debilidad es que soy una persona que piensa demasiado y de buen corazón",10:25,1:23
5,I/C,"Fortalezas: mis fortalezas son que soy una persona trabajadora y motivada hacia mi meta, disciplinada y aprendo rápido. Debilidades: mis debilidades son que soy una persona emocional y también me enojo y confío en alguien fácilmente",11:23,2:34
7,S/I,"Mis fortalezas clave que apoyarían mi papel en el trabajo aquí son la formación de equipos, el liderazgo, la paciencia, la capacidad de adaptación. Algunas de mis debilidades que serían un desafío para mí y necesitarían que las superara son la gestión del tiempo y la multitarea",8:24,3:40
8,S/C,"Mis fortalezas son que soy una persona positiva y trabajadora y aprendo cualquier cosa rápidamente. Pensé que la amabilidad era mi debilidad",10:12,1:17
7,S/I,"Mi fortaleza es que soy una persona motivada, siempre curiosa por aprender, y una persona trabajadora con una actitud positiva hacia mi carrera y mi vida. Mi debilidad es que soy un pensador excesivo y, a veces, toma mucho tiempo tomar medidas",6:34,2:58
6,S/D,"Mi fuerza es la comprensión natural que fluye dentro y fuera de mis oídos cuando me comunico con los demás. Mi amabilidad se toma como una debilidad.",8:34,1:23
12,DC/IS,"Mi fortaleza es que soy rápido y autodidacta y soy una persona trabajadora y motivada. Mi debilidad es que no me sentiré bien hasta que termine mi trabajo a tiempo.",6:38,1:49
6,S/D,"Fortalezas: Soy una persona honesta, motivada y trabajadora, que tiene determinación y dedicación, con una actitud positiva hacia mi carrera y la vida. ayuda cuando es necesario. Tiendo a asumir demasiadas responsabilidades",11:43,2:32
5,I/C,"Mi fortaleza es que soy una persona honesta, motivada y trabajadora con una actitud positiva hacia mi carrera y la vida. Y mi debilidad es que confío fácilmente en cualquiera",16:55,5:34
7,S/I,"Mi gran fortaleza es que aprendo rápido y soy una persona motivada. Mi debilidad es que a veces el horario me sobrecarga. Para superar este problema, configuro pequeñas alarmas como 20 min y 30 min y trato de lograr mi objetivo en el tiempo estipulado.",12:34,3:02
3,I/D,"Mi fortaleza es que soy una personalidad audaz. Estoy confiado. Soy una persona activa y extrovertida para cualquier ambiente de trabajo, pero a veces ser extrovertido me pone en problemas, esa es también mi debilidad.",14:35,4:50
11,C/S,"Mi fortaleza es que soy una persona motivada, honesta y curiosa. Pero a veces me confundo con las cosas, esta es mi debilidad",12:11,1:30
5,I/C,"Mis fortalezas son que soy una persona motivada y trabajadora, y aprendo rápidamente cualquier cosa. Mi debilidad es que confío fácilmente en cualquiera",10:11,1:39
5,I/C,"Soy una persona trabajadora, estoy motivada y confío fácilmente en los demás",8:55,0:56
11,C/S,"Mi fortaleza son mis padres, ellos me apoyan en todos los casos y soy una persona tranquila y trabajadora. Debilidad: Soy una persona muy emocional que confía fácilmente en las personas y lloro porque todos me regañan y me enojo muy rápido luego puedo No controlar mi ira",9:54,1:25
10,C/I,"Fortalezas: compromiso para terminar el trabajo a tiempo, confianza, automotivación, buenas habilidades de persuasión y comunicación. Debilidades: equilibrio social con el trabajo, evito tomar riesgos que puedan llevar a perder oportunidades",13:54,3:45
5,I/C,"Mi fortaleza es que aprendo rápido y soy una persona motivada y dedicada. Mi debilidad es que confío fácilmente en los demás",5:68,3:0
0,D/I,"Mi fortaleza es que me dedico al trabajo. Soy flexible para manejar los cambios. Manejo las situaciones con facilidad sin pánico y soy confiable. Mi debilidad es que soy impaciente, sobrepensador, un poco introvertido y Estoy tratando de superar eso lentamente",8:14,1:34
4,I/S,"Soy una persona honesta, motivada y trabajadora con una actitud positiva hacia mi carrera y mi vida",11:45,1:23
11,C/S,"Fortaleza: Soy una persona muy trabajadora y motivada. Debilidad: No puedo controlar mi ira.",7:54,3:11
0,D/I,"Todos tienen sus propias debilidades y fortalezas. Estas pueden cambiar según la situación y el momento. Creo que si tienes perseverancia, diligencia y trabajo duro, puedes solucionarlo",10:05,0:50
7,S/I,"Soy creativo, tengo buenas habilidades de comunicación, jugador de equipo, disciplinado y respeto con una actitud siempre positiva. Mi debilidad Soy un poco pensador y estoy trabajando en ello. Y confío en las personas con mucha facilidad.",8:34,1:25
0,D/I,"Mis fortalezas son pensar, trabajar rápido y aprender. Mi debilidad es confiar fácilmente en todos.",9:15,1:22
6,S/D,"Mi mayor fortaleza es que tengo una actitud positiva en todo lo que hago, incluso si es algo nuevo. Esto se debe a que creo que el dolor y la sobrecarga que estoy enfrentando ahora solo me están preparando para algo más grande en el futuro. Tiendo a Enfocarme en las cosas buenas de la vida, pero también considerar las malas como lecciones de vida. Mi debilidad es que soy una persona emocional y pensadora. Tiendo a buscar la aprobación de los demás en lugar de confiar en lo que sé y lo que soy. capaz de hacer (y estoy trabajando en ello)",11:23,7:12
2,D/C,"Mi fortaleza es que aprendo rápido, soy una persona trabajadora y motivada, segura de sí misma y con una actitud positiva. Mi debilidad es que no me gusta presentar mi trabajo hasta que no esté satisfecho y me siento incómodo cuando no puedo completar mi tarea a tiempo",8:23,2:43
7,S/I,"Mis fortalezas son un trabajador inteligente, creativo y motivado, que aprende rápido, el liderazgo y también una actitud positiva. Mi debilidad es pensar demasiado, pero estoy trabajando en ello",12:34,1:34
2,D/C,"Fortaleza: manejo el tiempo, tomo decisiones, me relaciono fácilmente con los demás y soy bueno para resolver problemas. Debilidad: realizo una actividad, proyecto o cualquier otro trabajo. Lo he completado por completo después de ir a cualquier otro trabajo. ",9:23,2:02
10,C/I,"Mi fortaleza es que aprendo rápido, soy una persona activa y trabajadora. Mi debilidad es que no me siento bien hasta que terminé mi trabajo a tiempo",18:23,1:23
6,S/D,"Mis puntos fuertes son que soy automotivado, trabajador, aprendo rápido y soy un buen jugador de equipo. Mi debilidad es que soy una persona que piensa demasiado y de buen corazón",10:25,1:23
5,I/C,"Fortalezas: mis fortalezas son que soy una persona trabajadora y motivada hacia mi meta, disciplinada y aprendo rápido. Debilidades: mis debilidades son que soy una persona emocional y también me enojo y confío en alguien fácilmente",11:23,2:34
7,S/I,"Mis fortalezas clave que apoyarían mi papel en el trabajo aquí son la formación de equipos, el liderazgo, la paciencia, la capacidad de adaptación. Algunas de mis debilidades que serían un desafío para mí y necesitarían que las superara son la gestión del tiempo y la multitarea",8:24,3:40
8,S/C,"Mis fortalezas son que soy una persona positiva y trabajadora y aprendo cualquier cosa rápidamente. Pensé que la amabilidad era mi debilidad",10:12,1:17
7,S/I,"Mi fortaleza es que soy una persona motivada, siempre curiosa por aprender, y una persona trabajadora con una actitud positiva hacia mi carrera y mi vida. Mi debilidad es que soy un pensador excesivo y, a veces, toma mucho tiempo tomar medidas",6:34,2:58
6,S/D,"Mi fuerza es la comprensión natural que fluye dentro y fuera de mis oídos cuando me comunico con los demás. Mi amabilidad se toma como una debilidad.",8:34,1:23
12,DC/IS,"Mi fortaleza es que soy rápido y autodidacta y soy una persona trabajadora y motivada. Mi debilidad es que no me sentiré bien hasta que termine mi trabajo a tiempo.",6:38,1:49
6,S/D,"Fortalezas: Soy una persona honesta, motivada y trabajadora, que tiene determinación y dedicación, con una actitud positiva hacia mi carrera y la vida. ayuda cuando es necesario. Tiendo a asumir demasiadas responsabilidades",11:43,2:32
5,I/C,"Mi fortaleza es que soy una persona honesta, motivada y trabajadora con una actitud positiva hacia mi carrera y la vida. Y mi debilidad es que confío fácilmente en cualquiera",16:55,5:34
7,S/I,"Mi gran fortaleza es que aprendo rápido y soy una persona motivada. Mi debilidad es que a veces el horario me sobrecarga. Para superar este problema, configuro pequeñas alarmas como 20 min y 30 min y trato de lograr mi objetivo en el tiempo estipulado.",12:34,3:02
3,I/D,"Mi fortaleza es que soy una personalidad audaz. Estoy confiado. Soy una persona activa y extrovertida para cualquier ambiente de trabajo, pero a veces ser extrovertido me pone en problemas, esa es también mi debilidad.",14:35,4:50
11,C/S,"Mi fortaleza es que soy una persona motivada, honesta y curiosa. Pero a veces me confundo con las cosas, esta es mi debilidad",12:11,1:30
5,I/C,"Mis fortalezas son que soy una persona motivada y trabajadora, y aprendo rápidamente cualquier cosa. Mi debilidad es que confío fácilmente en cualquiera",10:11,1:39
5,I/C,"Soy una persona trabajadora, estoy motivada y confío fácilmente en los demás",8:55,0:56
11,C/S,"Mi fortaleza son mis padres, ellos me apoyan en todos los casos y soy una persona tranquila y trabajadora. Debilidad: Soy una persona muy emocional que confía fácilmente en las personas y lloro porque todos me regañan y me enojo muy rápido luego puedo No controlar mi ira",9:54,1:25
10,C/I,"Fortalezas: compromiso para terminar el trabajo a tiempo, confianza, automotivación, buenas habilidades de persuasión y comunicación. Debilidades: equilibrio social con el trabajo, evito tomar riesgos que puedan llevar a perder oportunidades",13:54,3:45
5,I/C,"Mi fortaleza es que aprendo rápido y soy una persona motivada y dedicada. Mi debilidad es que confío fácilmente en los demás",5:68,3:0
0,D/I,"Mi fortaleza es que me dedico al trabajo. Soy flexible para manejar los cambios. Manejo las situaciones con facilidad sin pánico y soy confiable. Mi debilidad es que soy impaciente, sobrepensador, un poco introvertido y Estoy tratando de superar eso lentamente",8:14,1:34
4,I/S,"Soy una persona honesta, motivada y trabajadora con una actitud positiva hacia mi carrera y mi vida",11:45,1:23
11,C/S,"Fortaleza: Soy una persona muy trabajadora y motivada. Debilidad: No puedo controlar mi ira.",7:54,3:11
11,C/S,Fuerza: Soy una persona muy trabajadora y automotivada. Debilidad: No puedo controlar mi ira.,0:0,0:0
5,I/C,"Mi fortaleza es que aprendo rápido y soy una persona automotivada y dedicada. Mi debilidad confío fácilmente en los demás.",0:0,0:0
13,IS/DC,"Mi fortaleza es que soy automotivado, un buen oyente y tengo la capacidad de hacer el trabajo de manera adecuada y rápida. Mi debilidad es que me gusta la limpieza, así que a veces llego tarde si mi lugar no está limpio y despejado.",0:0,0:0
5,I/C,Mis puntos fuertes son que soy una persona muy trabajadora y tranquila que siempre está lista para aprender cosas nuevas. Debilidad: Soy una persona muy emocional que confía en las personas fácilmente.,0:0,0:0
5,I/C,"Fuerza: Soy una persona trabajadora, automotivada. Debilidad: Confío fácilmente en los demás.",0:0,0:0
6,S/D,"Mi fuerza es que, creo en mí mismo que lo que hago sucederá. Puedo ser fuerte en cualquier situación. Mi debilidad es emocional.",0:0,0:0
5,I/C, Hola. Mi fuerza es que soy una persona optimista. Mi debilidad es que confío fácilmente en los demás.,0:0,0:0
7,S/I,"Mis puntos fuertes son: soy una persona trabajadora y motivada. Debilidad Mi debilidad es pensar demasiado.",0:0,0:0
7,S/I,"Mi fortaleza son mis padres, me apoyan en todos los casos y aprendo rápido y puedo mantener a los pacientes en cualquier situación. Mi weekness es pensar demasiado, antes de terminar con mis obras pienso mucho esto me hace caer en la confusión.",0:0,0:0
0,D/I,"Creo que mi mayor fortaleza es la capacidad de resolver problemas de manera rápida y eficiente. Puedo ver cualquier situación dada desde múltiples perspectivas.",0:0,0:0
5,I/C,"Mis puntos fuertes son que soy una persona motivada y de rápido aprendizaje y mi debilidad confío fácilmente en las personas, pero trataré de superarlas.",0:0,0:0
1,D/S,"Mi fortaleza es que, siempre trato de hacer algo diferente hasta que llego a mi meta. La innovación es mi primera prioridad.",0:0,0:0
4,I/S,"Mis puntos fuertes son mis habilidades de comunicación, una persona automotivada y honesta, Mi debilidad es confiar fácilmente en cualquiera y, a veces, dudo en pedir ayuda.",0:0,0:0
6,S/D,Mi fortaleza es que podría adaptarme fácilmente a un nuevo entorno y mi actitud positiva hacia una situación crítica y lo que considero mi mayor fortaleza. Mi debilidad es que solía ser una persona de mal genio y superé esto a través del autocontrol y la meditacién.,0:0,0:0
11,C/S,"Mis fortalezas son: Soy un trabajador duro, honesto y automotivado. Mi debilidad es la falta de experiencia laboral en la vida real.",0:0,0:0
0,D/I,"Mi fortaleza es que soy un muy buen oyente, automotivado y trabajo bajo presión fácilmente. No creo que haya ningún tipo de debilidad dentro de mí. Si la encuentro, definitivamente trabajaré en eso.",0:0,0:0
9,C/D,"Mis puntos fuertes son, soy una persona automotivada, bien disciplinada e interactiva. Me gustan los desafíos y puedo socializar con personas con un sentido de adaptabilidad. Y llegando a mi debilidad, no tengo ninguna debilidad, y si tengo alguna, definitivamente trabajaré en ello.",0:0,0:0
9,C/D,"Mi mayor fortaleza es que soy una persona motivada, trabajadora y disciplinada.",0:0,0:0
13,IS/DC,"Fortalezas;  mi fuerza son mis habilidades de comunicación. Me encanta interactuar con diferentes personas y tengo la paciencia de escucharlas, pero muchas personas se acercan a mí para ayudarlas a tomar una decisión ya que creen que puedo analizar mejor las cosas. Debilidad: Mi debilidad es que confío en las personas muy fácilmente, pero a veces me duele porque me siento engañado muchas veces este hábito también me ayuda a hacer buenos amigos para toda la vida.",0:0,0:0
5,I/C,"Mis puntos fuertes son que soy una persona muy trabajadora y aprendo cualquier cosa rápidamente. Mi debilidad es que confío fácilmente en cualquiera.",0:0,0:0
6,S/D,"Sobre mi fortaleza, soy una persona optimista con habilidades de gestión del tiempo. Antes no podía completar mi tarea a tiempo. Hoy en día puedo usar aplicaciones de productividad y utilizar mi tiempo tanto como sea posible. Y mi mentalidad optimista me ayuda a tener esperanza en situaciones difíciles. Me guía a no rendirme.",0:0,0:0
9,C/D," Soy una persona físicamente fuerte, ya que me gustan las artes marciales y los deportes durante muchos años, también soy una persona con cualidades de liderazgo, buenas habilidades de comunicación, disciplina, puntual y un buen jugador de equipo. Mi debilidad es que soy una persona que piensa demasiado.",0:0,0:0
2,S/C,Fortaleza; es trabajar duro y ser leal a mi trabajo. Debilidad; es que a veces dudo en pedir ayuda.,0:0,0:0
12,DC/IS,"Bueno, mis fortalezas. son: 1. Soy una persona automotivada, bien disciplinada, interactiva y puedo socializar con personas con un gran sentido de adaptabilidad. 2. Puedo disfrutar de mi propia compañía y centrarme en el crecimiento personal. Y la debilidad es que a veces pienso demasiado y siento un complejo de inferioridad, pero para abordar eso he comenzado a meditar en lugar de compartir esto con otros, trabajo más para eliminar esto por completo.",0:0,0:0
2,D/C,"Fortalezas: Soy un trabajador duro y sincero, puedo trabajar de forma independiente y también soy un buen jugador, buena gestión del tiempo. Debilidad: Soy introvertido y temo hablar en público Pero ahora estoy tratando de superar eso y me estoy alejando de mi zona de confort para obtener los mejores resultados.",0:0,0:0
5,I/C,"Mi fuerza es la persona automotivada y honesta. Y mi debilidad es que confío en la gente fácilmente.",0:0,0:0
10,C/I,"Fortalezas: Soy una persona altamente organizada y motivada con excelentes habilidades de comunicación, resolución de problemas y gestión del tiempo. También soy un jugador de equipo y prospero en un entorno colaborativo. Debilidades: Puedo ser un perfeccionista a veces, lo que puede llevarme a ser demasiado crítico con mi propio trabajo. También soy un poco procrastinador, lo que puede llevar a sentirme abrumado. Para abordar esto, he estado trabajando en mejorar mis habilidades de gestión del tiempo y establecer objetivos más realistas.",0:0,0:0
2,D/C,Fuerza: Soy disciplinado y de rápido aprendizaje. Mantengo una buena relación con la gente. Soy una persona orientada a objetivos. Debilidad: Soy impaciente y siempre quiero ser perfecto. Dudo en pedir ayuda y tengo sentimientos encontrados.,0:0,0:0
11,C/S,"Mi fuerza es que me gusta hacer cualquier cosa y eso me está ayudando a una mejor versión de mí mismo. Llegando a mi debilidad; Soy una buena persona, así que creo que esta es mi debilidad porque confío en la gente fácilmente.",0:0,0:0
10,C/I,"Fuerza: Soy una persona responsable y positiva. Puedo manejar cualquier situación crítica y creo en mí mismo. Debilidad: Me concentro tanto en mi trabajo que necesito dejar más tiempo para poner las cosas en orden.",0:0,0:0
12,DC/IS,"Mi fortaleza es que apenas puedo trabajar hasta que no se logre el objetivo. La debilidad es hablar en público. Trabajo en ello y trato de superar esto.",0:0,0:0
10,C/I,Mi fuerza es que soy una persona responsable y positiva. Puedo superar cualquier situación crítica y creo en mí mismo. Mi debilidad es que soy una persona emocional. Puedo confiar fácilmente. Por eso a veces la gente me considera.,0:0,0:0
2,D/C,"Mi fortaleza es que aprendo rápido, siempre pienso de manera positiva, por eso soy una persona automotivada, trabajadora y aprendo de mis errores. Debilidades: son que soy demasiado emocional y intento puedo ser perfecto.",0:0,0:0
12,DC/IS,"Mi fortaleza es que soy una persona automotivada y honesta. Mi debilidad es mi falta de habilidades para hablar e interactuar con gente nueva poniéndome nerviosa. Definitivamente, superaré esto. Gracias.",0:0,0:0
