ID,Tipo,TextUser,Timer,Txtimer
6,S/D,"Mis fortalezas son que estoy ansioso por aprender cosas nuevas, soy trabajador, honesto y amigable, útil por naturaleza. Además, me mantengo fresco y tranquilo en cualquier situación de altibajos. Lo más importante es que soy un oyente entusiasta. Cuando necesito algún tipo de ayuda, ya sea especialmente financiera, dudo en pedir a mis amigos. Creo que este es un tipo de debilidad que debería mejorarse.",0:0,0:0
10,C/I,"Mi fortaleza es que estoy ansioso por aprender cosas nuevas y siempre me mantengo tranquilo y fresco durante mis situaciones de altibajos. Mi debilidad es que dije que estoy ansioso por aprender cosas nuevas, pero cuando empiezo a aprender cosas nuevas, a veces para aclarar el concepto de algún tema me tomo mucho más tiempo para aclarar el concepto o para resolver el problema, pero hago todo lo posible para resolver el problema.",0:0,0:0
5,I/C,"Fuerza: Soy una persona motivada, honesta y trabajadora con una actitud positiva hacia mi carrera y mi vida. Debilidades: Confío fácilmente en otras personas.",0:0,0:0
12,DC/IS,"Mi fortaleza es que soy una persona automotivada y optimista. Cada vez que siento que ya no puedo hacerlo, pienso en lo lejos que he llegado para lograr esta tarea / trabajo y mantenerme motivado para completar la tarea. Mi debilidad es que tengo una tendencia a decir que sí y me comprometo demasiado con ello.",0:0,0:0
10,C/I,"Mis puntos fuertes son que soy muy bondadoso, amigable y mantengo relaciones saludables con las personas y trato de aprender y explorar siempre cosas nuevas. Mi debilidad es que no digo ninguna ayuda a las personas extrañas, pero trato de abstenerme de este hábito.",0:0,0:0
2,D/C,Mi fortaleza es que siempre estoy tratando de mejorar mis habilidades cada vez que tengo la oportunidad. Mi debilidad es que me siento incómodo hasta que termino mi trabajo.,0:0,0:0
4,I/S,Mi fortaleza es que soy flexible en todos los entornos. Mi debilidad es ayudar a la naturaleza y ser bueno con todos.,0:0,0:0
2,D/C,"Fortalezas:-. Mis puntos fuertes son que soy una persona automotivada, amigable, con una actitud positiva y aprendo rápido y siempre doy lo mejor de mí para completar mis tareas. Mi debilidad es que soy una persona muy emocional, no puedo decir que no a alguien que me pide algo, pero tengo miedo de pedir ayuda para mí.",0:0,0:0
13,IS/DC,"Aprendo rápido, me encanta aprender cosas nuevas y que me ayudan a convertirme en una mejor versión de mí mismo. Tengo una mentalidad positiva que me ayuda a mantenerme positivo en condiciones estresantes. Sin embargo, soy una persona un poco emocional y en alguna situación me hace débil y no soy capaz de concentrarme bien en ese momento. Por lo general, escucho o leo citas motivacionales para controlar mi lado emocional.",0:0,0:0
3,I/D,"Soy una persona adaptable, receptiva y honesta, hago mi trabajo con total determinación y enfoque. Considero esto como mi fortaleza.Debilidad: Soy más introvertido y a veces noto que soy tímido para compartir mis ideas, cuando hay una sala de personas. Y lo estoy superando.",0:0,0:0
4,I/S,"Mi fortaleza es que puedo ser flexible en todos los entornos, un aprendiz rápido y un trabajador inteligente. Mi debilidad es que nunca le digo que no a nadie por el trabajo.",0:0,0:0
10,C/I,En cuanto a mi preocupación por la fuerza y la debilidad. Soy un jugador de equipo y me estoy desempeñando muy bien en un equipo. No voy al gimnasio. Entonces no podía concentrarme en mis estudios.,0:0,0:0
10,C/I,"Siento que mi fortaleza es mi actitud de aprendizaje rápido, me encanta aprender cosas nuevas y considero esto como mi mayor fortaleza porque me ayuda a convertirme en una mejor versión de mí mismo, siempre doy lo mejor de mí para completar la tarea. Además, me siento muy cómodo trabajando con diferentes grupos de personas con las que puedo relacionarme con todos muy fácilmente, lo que me ayuda a adaptarme a un nuevo entorno. Creo que me concentro en una cosa a la vez y es por eso que se vuelve un poco difícil manejar otras cosas al mismo tiempo para mí, así que decidí convertirme en multitarea. Además. Me encanta hacer las cosas de una manera adecuada, me gusta organizar las cosas, pero a veces paso demasiado tiempo haciendo cosas, así que estoy trabajando en administrar mi tiempo mientras organizo las cosas. Además, si alguien me pide ayuda, no puedo decirles que no y termino haciendo mi trabajo, así que quiero cambiar ese hábito para poder completar mi trabajo primero y luego, si me fui un tiempo, puedo utilizarlo para ayudar a otros.",0:0,0:0
10,C/I,"Mis puntos fuertes son que, soy una persona automotivada y que no necesito ningún factor externo para empujarme durante las dificultades. Y sé cómo administrar el tiempo basado en situaciones y hacer un trabajo inteligente en consecuencia. Mi debilidad es que dudo en decir No a las personas que conozco. Y cuando no pude hacer alguna tarea, durante las próximas horas sigo pensando demasiado en eso, independientemente de lo que estaba sucediendo a mi alrededor.",0:0,0:0
10,C/I,"Mis puntos fuertes:I Soy una persona muy motivada, me creo también soy una persona honesta. Mi debilidad:I confiar en la gente fácilmente también no puedo decir que no si alguien pide ayuda, puedo sentirme incómodo hasta que termine mi trabajo sin importar qué tipo de trabajo sea inteligente o duro. Soy un experto con ambos.",0:0,0:0
7,S/I,"Soy un jugador de equipo, soy bastante organizado y puedo trabajar con calma incluso bajo presión, soy alguien que siempre sigue sus palabras y mantiene que cumplo con las responsabilidades que se me dan. Debilidad: Mi mayor debilidad es que no evito si alguien me pide ayuda.",0:0,0:0
10,C/I,"Mi fortaleza es que me gusta trabajar en grupos y descubrí que mi naturaleza colaborativa es una de mis mayores fortalezas. Aparte de esto, soy una persona sincera y dedicada. Me gusta aprender cosas nuevas. Debilidad: No evito si alguien pide ayuda, y estoy fácilmente pensando demasiado para todos y emocionalmente. Me siento incómodo hasta que termino el trabajo.",0:0,0:0
10,C/I,"Fortalezas:I Soy un aprendiz rápido, y se adapta y gestiona fácilmente cualquier situación. Soy una persona amigable, Debilidad: Mi mayor debilidad es que no evito si alguien pide ayuda.",0:0,0:0
2,D/C,"Soy un jugador de equipo, soy bastante organizado y puedo trabajar con calma incluso bajo presión, soy alguien que siempre sigue sus palabras y mantiene que cumplo con las responsabilidades que se me dan. Lo mejor que puedo. Una cosa que puede considerarse como mi debilidad es que establezco estándares extremadamente altos para mí mismo y, a veces, termino esforzándome en un intento de cumplirlos.",0:0,0:0
10,C/I,"Fuerza: Soy una persona muy motivada, siempre me dejaría llevar mi ambición. Debilidad: Me cuesta tratar de entablar una conversación. O la conversación se seca o no tenemos ningún tema del que hablar.",0:0,0:0
4,I/S,"Mis puntos fuertes son que soy honesto, motivado, trabajo manual y ayudar a otros en los que creo en mí mismo. Mi debilidad es confiar en las personas falsas y ser emocional.",0:0,0:0
10,C/I,Mi fuerza: Estoy automotivado. Mi debilidad: Me siento incómodo hasta que termino el trabajo.,0:0,0:0
2,D/C,Fuerza - Soy un trabajador y rápido aprendizaje. Debilidad - Hablar en público.,0:0,0:0
10,C/I,Mi fuerza es que siempre tengo una cara sonriente. Mi debilidad es que tengo miedo a los errores.,0:0,0:0
7,S/I,Mi fuerza son mis padres porque siempre están conmigo y me apoyan constantemente sin importar cuán difícil sea la situación. Y mi debilidad es confiar en una persona rápidamente y soy una persona demasiado emocional.,0:0,0:0
10,C/I,"Soy una persona adaptable y receptiva, proactiva en el cumplimiento del deber y nada es una novedad para mí en la segunda exposición y con eso, considero que es mi fortaleza. Mi debilidad es la autocrítica. Me critico a mí mismo porque no estoy haciendo lo suficiente y necesito hacer más y más de lo que mejor sé hacer.",0:0,0:0
4,I/S,Mi fortaleza es que tengo una actitud trabajadora y nunca me rindo. Siempre doy lo mejor de mí para completar mis tareas. Mi debilidad es que a veces soy demasiado crítico conmigo mismo. No estoy satisfecho hasta que haya hecho mi tarea perfectamente. Esto a veces conduce al agotamiento.,0:0,0:0
10,C/I,"Mis puntos fuertes: Soy una persona automotivada y responsable. Tengo buenos valores sociales y respeto siempre por mis mayores, así como por los más jóvenes. Soy una persona que ayuda y ayudo a mis amigos en sus actividades académicas y financieras. Soy trabajador, termino mi trabajo en el tiempo dado. Puedo adaptarme fácilmente a cualquier circunstancia de la vida. Mi debilidad: Soy una persona demasiado pensante y una persona sensible. Sigo esperando lo bueno de los demás. Mi habilidad de comunicación en inglés no es tan buena. A veces, siento que soy demasiado hablador, pero es solo por diversión y alegría entre amigos y familiares. Tengo miedo a los errores.",0:0,0:0
2,D/C,Fortalezas:* Soy trabajador.* Soy leal.* Aprendo rápido.* Soy un oyente entusiasta. Debilidades:* Confío demasiado fácilmente.* Pienso demasiado en todo.* Tengo mal genio.* Tengo problemas para quedarme en un lugar.,0:0,0:0
5,I/C,Fortalezas: Creo que soy una persona automotivada y trabajadora. Siempre estoy dispuesto a mejorar mis habilidades aprendiendo cosas nuevas cada vez que tengo la oportunidad. Debilidades: Confía fácilmente en cualquiera y piensa demasiado.,0:0,0:0
2,D/C,"Mi fortaleza es: aprendo rápido y me adapto para trabajar en cualquier entorno que me considere una persona enfocada. Mi debilidad es: tengo miedo de pedir ayuda, sin embargo, estoy aprendiendo a pedir ayuda a otros para acelerar mi propio trabajo.",0:0,0:0
4,I/S,"Mis puntos fuertes son: Soy un pensador positivo, automotivado y con ganas de aprender cosas nuevas. Mis puntos débiles son: odio la autocrítica, puedo confiar en la gente fácilmente y estoy nervioso de hablar frente a una gran reunión.",0:0,0:0
2,D/C,"Hablando de mis fortalezas, señor, me gustaría comenzar con el hecho de que soy un individuo leal, ya que creo que uno debe ser leal al trabajo que hacen y agregar a ese señor. Aprendo rápido y creo en aprender de mis errores anteriores y esta virtud puede llevar a un hombre muy lejos. Hablando de mis debilidades, en primer lugar, soy una persona muy emocional y considero que como mi debilidad soy bastante impaciente y no me deja respirar hasta que estoy satisfecho con mi trabajo.",0:0,0:0
10,C/I,Siempre estoy interesado en aprender algo nuevo y considero que esta es mi mayor fortaleza. Ser un aprendiz rápido estoy listo para tomar cosas nuevas y crecer en una mejor versión de mí.,0:0,0:0
10,C/I,"Mis puntos fuertes:I puede llevar a mi equipo hacia el logro del objetivo deseado. Puedo completar el trabajo asignado dentro del plazo dado. Puedo hacer una buena coordinación con mi equipo durante los proyectos grupales. Mi debilidad; me siento culpable o triste si he cometido algún error durante un período de tiempo más largo. Aunque es un error de equipo, lo tomaré como mi propio error, estoy seguro de que durante estas situaciones puedo hacer de estas debilidades mi fortaleza.",0:0,0:0
7,S/I,"Mis puntos fuertes son el pensamiento positivo, automotivado, trabajador, jugador de equipo. Mi debilidad es que si cometí algún error que afecte el resultado de mi propio trabajo o trabajo en equipo sin analizar la situación, simplemente me levanto y asumo toda la responsabilidad.",0:0,0:0
7,S/I,"Fortalezas; * Persona automotivada.* Aprendiz rápido.* Creativo.* Soy adaptable para trabajar en cualquier tipo de entorno. Debilidad: personalmente no tengo ninguna debilidad, pero si la obtengo en el futuro, estoy seguro de que no afectaría el trabajo de mi empresa.",0:0,0:0
10,C/I,"Mis puntos fuertes son que soy honesto en mis opiniones, y soy una persona automotivada y autoanalizada. Me gusta hacer el trabajo que se me asigna como prioridad y evito procrastinar. Y mis debilidades son que confío en las personas con demasiada facilidad y soy introvertido hasta que conozco a la persona, pero estoy tratando de superar mis debilidades.",0:0,0:0
2,D/C,"Soy una persona muy motivada y honesta que trabaja inteligentemente y siempre aprende de sus errores. Esos son mis puntos fuertes. Y mi debilidad es hablar en inglés. Aunque me mejorí, todavía siento que necesito trabajar más en eso.",0:0,0:0
4,I/S,"FUERZA:-> Soy una persona automotivada y trabajadora.-> También soy un buen oyente y una persona disciplinada.-> Soy adaptable para trabajar en cualquier entorno Y me considero una persona enfocada.-> No me desanimo cuando algo no funciona, pero busco soluciones. Puedo aprender y comprender fácilmente nuevos conceptos técnicos y no técnicos. DEBILIDAD:-> Necesito reducir mi nerviosismo al enfrentarme a gente nueva, soy demasiado sensible y a veces una pequeña cosa puede lastimarme mucho.-> No puedo dormir hasta que complete mi trabajo correctamente, a veces también afecta mi salud.",0:0,0:0
4,I/S,"Mis grandes fortalezas son: Soy un pensador positivo, automotivado y con ganas de aprender cosas nuevas. Mis grandes debilidades son: odio la autocrítica, puedo confiar en la gente fácilmente y estoy nervioso de hablar frente a una gran reunión.",0:0,0:0
10,C/I,"Fuerza - Automotivado, trabajo duro y creo en mí mismo y aprendo cosas temprano. Debilidad - Creo en la gente fácilmente y no me siento cómodo hasta que termino mi trabajo.",0:0,0:0
4,I/S,"Mi fortaleza: soy automotivado, trabajador, actitudinal, honesto y, ayudando a los demás. Además, me enseñaron que el tiempo es muy importante. Mi debilidad es confiar fácilmente en las personas falsas.",0:0,0:0
4,I/S,Mi familia es mi fortaleza porque siempre me apoyan y siempre estén conmigo sin importar cuán difícil sea la situación. Mi debilidad es que no puedo decir que no a alguien que me pide algo.,0:0,0:0
10,C/I,"Mis puntos fuertes son que soy una persona trabajadora, hago mi trabajo con total determinación y enfoque. En segundo lugar, soy una persona muy optimista y creo que incluso una situación negativa se puede manejar fócilmente con un enfoque positivo. Mis debilidades son que soy demasiado sensible y a veces una pequeña cosa puede lastimarme mucho. Y en segundo lugar, soy una persona orientada a los detalles, pero mientras que dar detalles de algo lleva mucho tiempo, pero estoy tratando de superarlo reduciendo detalles innecesarios.",0:0,0:0
10,C/I,"Mis puntos fuertes son que soy honesto, trabajador y tengo confianza en mi trabajo. Mis debilidades son que pronto confío en las personas falsas. No puedo controlar mis emociones. Siempre estaré dispuesto a ayudar a la gente.",0:0,0:0
4,I/S,"Mis puntos fuertes son que soy honesto, motivado y trabajador y creo en mí mismo. Mi debilidad es que no puedo dormir hasta que complete mi trabajo correctamente, a veces también afecta mi salud.",0:0,0:0
7,S/I,"Mi fortaleza es que me gusta socializar con los demás, y soy apasionado y comprensivo. Mi debilidad es que soy demasiado emocional, pero creo que lo superaré, ya que pensará que si no actúo ahora habrá consecuencias.",0:0,0:0
4,I/S,"Mi fortaleza es que me mezclo fácilmente con la gente y no puedo cansarme hasta que encuentre una solución para un problema. Además, soy un buen oyente y un gran trabajador. Mi debilidad es confiar en las personas falsas.",0:0,0:0
10,C/I,"Mi fuerza es que me mezclo fácilmente con la gente. Así que tengo muchos amigos. A continuación, no me canso hasta entonces encontrar una solución a un problema. Siempre estoy ayudando a la gente pobre. Mi debilidad es que he confiado fácilmente en personas falsas.",0:0,0:0
4,I/S,"Mis fortalezas son el trabajo duro, la actitud, la honestidad y ayudar a los demás. Mi debilidad es confiar en las personas falsas y ser emocional.",0:0,0:0
0,D/I,"Creo que mi puntualidad es una de mis mayores fortalezas porque para mí, el tiempo es muy importante. Y mi debilidad es que no puedo decir que no cuando alguien me pide ayuda porque me gustaría ayudar a alguien de acuerdo a mi capacidad.",0:0,0:0
4,I/S,"Mi fortaleza más fuerte es que creo en mi confianza, lo que quiera hacer cualquier trabajo terminado con confianza. Y mi debilidad es que no puedo decir que no cuando alguien me pide ayuda porque me gustaría ayudar a alguien de acuerdo a mi capacidad.",0:0,0:0
7,S/I,"Como mencionó anteriormente, aprendo rápido y soy una persona trabajadora. Aparte de esto, soy una persona extrovertida y honesta, lo que creo que toda organización quiere que sean sus trabajadores. Estos son mis puntos fuertes. Si hablo de mis debilidades, entonces mi única debilidad es mi ropa porque me gusta usar ropa tradicional en lugar de moderna, por eso la mayoría de la gente me juzga solo por mi apariencia, nadie ve mis cualidades.",0:0,0:0
7,S/I,"Mis fortalezas son el liderazgo, las habilidades de comunicación, la disciplina colaborativa, la actitud positiva y el equipo Work.My debilidades son la autocrítica y hablar en público.",0:0,0:0
10,C/I,"Fuerza: Trato de motivar a los demás. No me deprimiré por ninguna causa. Cuando paso cualquier lucha, trato de buscar otra opción o buscar una solución para eso. Debilidad: Hago mi trabajo tan moderadamente, pero seguramente puedo decir que mi trabajo será muy perfecto. Al final del día, recibí aprecio de ellos tantas veces. Sentí esto porque tengo esta experiencia.",0:0,0:0
10,C/I,"Señor, mi fortaleza es que soy muy paciente, honesto, dedicación a mi trabajo. Mi debilidad es que soy perezoso para despertarme temprano en la mañana.",0:0,0:0
12,DC/IS,Mi fortaleza es que puedo aprender rápidamente. Soy un buen oyente y una persona disciplinada. Mi debilidad es que me siento tímido y me pongo tan nervioso frente a un gran número de personas al hablar en público y tengo miedo de los errores.,0:0,0:0
10,C/I,"Mi confianza y mi interés es mi fuerza. Porque si quieres hacer algo en la vida, entonces sin ambos no puedes lograr esas cosas. Además, quiero decir aquí que la confianza es buena, pero el exceso de confianza siempre te da malos resultados. En la vida siempre los titulares demasiado confiados están fallando. Si me hablan de mi debilidad, entonces eso es lo opuesto a la fuerza.",0:0,0:0
10,C/I,"Mi fortaleza es que soy una persona humilde que hace el trabajo asignado dentro del tiempo y trata de dar el 100 por ciento. Soy flexible, rápido aprende y entrenable. Mi debilidad es que confío en la gente fácilmente. Si algún trabajo que se me asigne esté incompleto, estaré estresado hasta que termine el trabajo. Trato de trabajar en mi debilidad.",0:0,0:0
4,I/S,"Mi fortaleza es que me adapto fácilmente al nuevo entorno de trabajo, automotivado, flexible y una persona autodisciplinada. Siempre tengo la curiosidad de conocer gente nueva y aprender cosas nuevas. Mi debilidad es que el trabajo inacabado me molesta, debido a que a veces me estreso y pienso demasiado. Junto con esto, no puedo decir ""NO"" a nadie si me piden ayuda. Pero estoy revisándome a mí mismo regularmente y tratando de trabajar en mi debilidad.",0:0,0:0
10,C/I,"Mis puntos fuertes son que estoy motivado y trato de aprender cosas nuevas y habilidades a diario. Mi debilidad es que el trabajo incompleto me molesta, lo que también afecta mi otra rutina de trabajo, puedo concentrarme en un trabajo a la vez.",0:0,0:0
10,C/I,Mi fuerza:I Siempre trato de dar mi 100% para terminar mi trabajo a tiempo. Mi debilidad: No puedo dormir hasta que complete mi trabajo correctamente A veces afecta mi salud.,0:0,0:0
2,D/C,"Fuerza: Puedo adaptarme rápidamente a cualquier entorno y me adapto a cualquier tipo y grupo de personas, también una persona que mejora, siempre quiero mejorarme, buen oyente y aprendiz, también trabajador y apasionado por mi trabajo. Debilidad: el trabajo incompleto me molesta, lo que también afecta mi otra rutina de trabajo, solo puedo concentrarme en un trabajo a la vez.",0:0,0:0
4,I/S,"Mi fortaleza es que soy una persona que mejora, siempre quiero mejorarme y puedo adaptarme fácilmente a un nuevo entorno. Junto con esto, soy puntual y creo en el trabajo inteligente, no en el trabajo duro. Mi debilidad es que simplemente no puedo mantener ningún trabajo pendiente. Quería completar mi trabajo a tiempo, de lo contrario también perturba mi rutina.",0:0,0:0
10,C/I,Mi fuerza: puedo motivar a la gente. Puedo hacer amigos fácilmente y soy un buen oyente. Mi debilidad:I me enojo fácilmente y soy una persona poco introvertida. Tengo una falta de confianza a veces me pongo tan nervioso con la gente.,0:0,0:0
