ID,Tipo,TextUser,Timer,Txtime
7,S/I,Señor/Señora.Mi fuerza es el pensamiento honesto y positivo. Mi debilidad es que creo en todos.,0:0,0:0
10,C/I,"Fortalezas: Soy confiable y tomo decisiones inteligentes en tiempos difíciles. Debilidades: Soy un poco tímido y tartamudeo, de lo contrario estoy completamente seguro y siempre enfocado en mi trabajo.",0:0,0:0
8,S/C,"Fuerza: Siempre pienso optimista, adaptable y trabajador. Porque a veces tuve éxito y a veces tuve un fracaso, no perdí la esperanza. Debilidad: Creo que demasiado, incluso el problema es pequeño.",0:0,0:0
8,S/C,"Mis puntos fuertes: - En primer lugar, me gustaría contarles sobre mí una sinopsis de que cuando dudamos de cualquier cosa no hago eso debido a la disipación del conocimiento y el hábito mío desde la infancia es que todo lo que hago con total eficiencia para creer en mí mismo. Mi debilidad es que si alguien que es mi amigo cercano o cualquier otro que sepa por mí si lo que enfrenta el problema, en primer lugar, lo ayudaré en el sentido de lo que me pueda pasar.",0:0,0:0
8,S/C,"Soy una persona trabajadora, automotivada, honesta. Siempre trato de aprender cosas nuevas y siempre trato de hacer buenas relaciones, soy capaz de adaptar todas las situaciones fácilmente. Soy malo en la discusión de la comunicación en inglés busto siempre trato de hacer el bien. Además, confío fácilmente en los demás.",0:0,0:0
8,S/C,"Mis puntos fuertes son: soy una persona trabajadora, soy el primero en aprender, puedo cubrir cualquier trabajo que se me dé dentro del lapso de tiempo dado, me gusta hacer amigos y también me gusta interactuar con la gente, puedo convencer a la gente fácilmente. Mis debilidades son: que confío en las personas fácilmente, priorizo a las personas muy rápido y siempre requiero una rutina adecuada antes de comenzar cualquier proyecto. Sin una rutina adecuada, no puedo realizar tareas según mis expectativas.",0:0,0:0
10,C/I,"Mis fortalezas son garantizar que se logre un objetivo a toda costa, dar lo mejor de mí en cada jurisdicción laboral, aprender rápido y aplicar la nueva habilidad aprendida. Mi debilidad es agresiva con las personas que ignoran hacer las cosas correctas a pesar de saber qué hacer como resultado de una actitud indiferente. Mi debilidad ayuda a llevar a la gente a trabajar al final del día.",0:0,0:0
8,S/C,"Mi fortaleza es que tengo muy buenas habilidades convincentes, y puedo adaptarme en cualquier situación crítica y siempre tratar de resolver los desafíos que se me dan. Ahora llegando a mi debilidad es, siempre confío en muchas personas, incluso si no son leales a mí, gracias.",0:0,0:0
5,I/C,Fortalezas: Mis mayores fortalezas son que soy organizado y soy muy bueno administrando mi tiempo. También creo que tengo grandes habilidades con las personas y soy muy accesible. Debilidades: Una de mis mayores debilidades es que no soy una persona confrontativa. Definitivamente soy de los que tienen dificultades para decir que no cuando la gente pide ayuda.,0:0,0:0
10,C/I,"Mis fortalezas y debilidades son como todas las demás señor, me aseguraré de hacer todo lo posible para terminar mi trabajo de manera correcta y eficiente y esa sería mi fortaleza, pero si no lo hiciera por alguna razón, lo que sería mi debilidad y me aseguraré de investigarlo y cambiarme y hacerlo mejor la próxima vez.",0:0,0:0
9,C/D,"Mi fuerza es mi familia. Soy un aprendiz rápido, adaptable a cualquier entorno, automotivado, trabajo en equipo y trabajo duro.",0:0,0:0
10,C/I,Fortalezas:I Soy confiado y asertivo. Soy un jugador de equipo. Escucho a los demás. Me gusta liderar. Debilidades:I Me estoy volviendo lento debido a la edad. Me molestan las personas que no comprenden las cosas.,0:0,0:0
5,I/C,"Mis puntos fuertes son que soy una persona inteligente y trabajadora. Estoy investigando un tiempo limitado y trabajando de manera más inteligente, pero estoy haciendo mi mejor esfuerzo al 100%, también soy un jugador de equipo entusiasta. Siempre estoy entusiasmado con cualquier tarea nueva. Mi debilidad es que puedo confiar fácilmente. Por eso a veces la gente me considera.",0:0,0:0
5,I/C,"Bueno, en  venida a mis fortalezas me ajustaré a cualquier situación y me esforzaré por hacer mi trabajo. Luego, mi debilidad es que confío en todos muy fácilmente y no dije que no si la gente me pide ayuda, eso es todo. Gracias.",0:0,0:0
4,I/S,Fortaleza: Mis fortalezas son que soy un trabajador automotivado con una actitud positiva hacia mi carrera y mi vida. Debilidad :1. Puedo tener problemas para pedir ayuda.2.Soy una persona que supera las cosas antes de hacer cualquier tarea porque quiero hacer todo perfectamente.,0:0,0:0
10,C/I,"Creo en mí y en mi trabajo, esta es mi fortaleza y mi debilidad es que a veces tomo presión laboral sobre mí mismo.",0:0,0:0
8,S/C,"Mi fortaleza es que me creo a mí mismo, ayudando a otras personas que me gusta a trabajar con un nuevo entorno que trato fácilmente con el cliente. Mi debilidad es que soy una persona muy emocional.",0:0,0:0
8,S/C,Fuerza: Soy una persona automotivada y fria. Debilidad: A veces siento justo cualquier situación crítica.,0:0,0:0
8,S/C,"Mi fortaleza es que soy amable y hasta cierto punto complaciente, a su vez soy muy organizada, me gusta escuchar a los demás y ver si puedo ayudar en algo. Mi debilidad es que a veces no puedo decir NO y algunos abusan.",0:0,0:0
4,I/S,Mi fuerza es mi familia y mi tío que siempre me apoyan. Mi debilidad es que lloro por asuntos triviales.,0:0,0:0
0,D/I,"Mi fortaleza es que soy muy bueno para hacer amigos, es fácilmente más grande en cualquier entorno. Mi debilidad que tengo no me detiene cuando alguien necesita ayudarme.",0:0,0:0
0,D/I,"Mi fortaleza es que soy una auto-motivada y siempre trato de dar mi 100% para terminar mi trabajo. Y me gusta trabajar de noche y puedo trabajar horas extras, y además no tengo ningún problema de que mi fortaleza sea que puedo trabajar 7 días a la semana. Mi debilidad es que puedo confiar en los subordinados rápidamente.",0:0,0:0
8,S/C,"Mi fortaleza es que soy muy paciente y de mente fría y siempre me gusta y estoy listo para ayudar a los demás si es posible. Mi una de las mayores debilidades es que a veces no soy capaz de entender si tengo razón o no, significa confundirme en alguna situación para la que necesito una solución de los demás.",0:0,0:0
0,D/I,"Mi fuerza es mi familia, Dios y mis amigos porque no puedo hacer nada con todo mi éxito sin ellos. Mi debilidad es que soy menos hablador, pero solo para mis amigos, nada menos que yo.",0:0,0:0
8,S/C,"Hablando de mi fuerza, pienso para que sea consistente en lo que sea que esté haciendo. Y sobre la debilidad, diría que confío en todos, incluso en las reuniones pequeñas.",0:0,0:0
0,D/I,Respetado señor / señora. Mi fortaleza incluye mi honestidad y liderazgo hacia mi trabajo. Mis debilidades incluyen que soy demasiado honesto rápido con alguien y no puedo decir que no a nadie. Gracias.,0:0,0:0
8,S/C,"Mi fuerza es la naturaleza cooperativa y adaptativa, fácil de ajustar en cualquier lugar. Mi semana es que estoy más fresco, así que no tengo experiencia laboral práctica, pero si me contratan, mejoraré mi habilidad y mi conocimiento práctico.",0:0,0:0
0,D/I,"Mis puntos fuertes son que soy un trabajador y de rápido aprendizaje, estoy disfrutando con mi trabajo y soy disciplinado. Mis debilidades son que soy un pensador excesivo, y enojado y cuando me pongo curioso cometí muchos errores.",0:0,0:0
4,I/S,Fuerza: Trabajador. Capacidad para leer diagramas y aplicar el método de diagnóstico para lograr resultados satisfactorios. Buen jugador de equipo. Capaz de escuchar y aceptar las responsabilidades de los demás. Debilidad: Confía en las personas fácilmente.,0:0,0:0
4,I/S,Mis padres y mi familia son mi fortaleza y debilidad.,0:0,0:0
0,D/I,"Mi punto fuerte es que soy amigable, flexible y trabajadora. Mi debilidad es que me gusta ir de compras.",0:0,0:0
0,D/I,"Mi fortaleza es que soy servicial y un aprendiz y estudiante rápido. Incluso un día aprendo modelos de multiplicación, ya puedo hacerlo. Mi debilidad es que soy perezoso, sensible y demasiado amable con las personas buenas y malas. Estas son mis fortalezas y debilidades.",0:0,0:0
4,I/S,"Mis fortalezas son el trabajo duro,buen compañero de trabajo. Mi debilidad es fácilmente creer a los demás.",0:0,0:0
10,C/I,"Mi fortaleza es la gestión del tiempo y la confiabilidad y la adaptabilidad: En mi último trabajo, completé la tarea con precisión y a tiempo. Mi trabajo anterior era puntual para el trabajo, a las reuniones y a las citas de los clientes.",0:0,0:0
0,D/I,"Soy el tipo de persona a la que le gusta tomar la iniciativa, soy un buen jugador de equipo. A veces, me apego emocionalmente que lo hace un poco más desafiante para mí.",0:0,0:0
0,D/I,"La principal fortaleza en mí es que creo en el trabajo en equipo ya que soy un jugador de baloncesto y sé que sin trabajo en equipo y coordinación uno no puede cansar sus objetivos. Y, si hablo de debilidad, entonces no creo que tenga ninguna debilidad, pero tengo un área de mejora en mis habilidades de comunicación y ahora estoy trabajando en ello para mejorar mis habilidades de comunicación leyendo periódicos y novelas.",0:0,0:0
10,C/I,"Soy una persona compasiva y soy compasiva con las personas, mi trabajo, los animales y la comida. Soy un oyente paciente y aprendo rápido. Trato de identificar mis debilidades y mejorarlas cada día. Algunos en los que necesito trabajar es tomar a las personas al pie de la letra. Puede ser el secreto de la felicidad, pero también puede interferir en la investigación cualitativa que estoy llevando a cabo actualmente. También necesito trabajar en el arte del equilibrio, ya que soy una persona extrema y, a veces, me entrego a una sola cosa.",0:0,0:0
10,C/I,"Mi fuerza: Soy disciplinado para llevar a cabo los deberes que se me dan, y me concentré intensamente en la tarea a realizar. Soy una persona Flexible / Colaborativa siempre pienso de manera positiva para mejores resultados y Liderazgo. Mi voluntad de ayudar y apoyar a otros en el trabajo es un papel de buen jugador de equipo y ser digno de confianza. Mis debilidades son que estoy nervioso cuando mi Dáa 1 comienza en el trabajo y me resulta difícil hacer preguntas, me di cuenta de que hay mucho talento en mi equipo y puedo pedir orientación cuando aseguro mi acción.",0:0,0:0
0,D/I,"Fuerza-trabajo duro, escucha, comprende. Debilidad-emocional, persona fácil de creer.",0:0,0:0
0,D/I,"Mis puntos fuertes son la confianza en el trabajo duro y si fallaba, aprendía mis errores y me centraba en nuevos planes. Mis debilidades son nerviosas mientras hablo y soy directa.",0:0,0:0
7,S/I,Mi fuerza - Soy un gran trabajador. Mi debilidad - Me estreso cuando pierdo una fecha límite porque alguien más dejó caer la pelota.,0:0,0:0
4,I/S,"Mis fortalezas son trabajadora y de rápido aprendizaje y actitud positiva hacia mi carrera y mi vida. Mi debilidad es que no puedo decir que no si alguien me pide ayuda, a veces puedo correr un riesgo con eso.",0:0,0:0
0,D/I,"Me considero un aprendiz rápido, puedo aprender cualquier cosa muy rápidamente. Mi naturaleza es muy amigable. Aparte de eso, puedo manejar a las personas groseras muy silenciosamente. Junto con mi fuerza también tengo algunas debilidades. ",0:0,0:0
8,S/C,"Mis fortalezas son que estoy ansioso por aprender cosas nuevas, soy trabajador, honesto y amigable, útil por naturaleza. Además, me mantengo fresco y tranquilo en cualquier situación de altibajos. Lo más importante es que soy un oyente entusiasta. Cuando necesito algún tipo de ayuda, ya sea especialmente financiera, dudo en pedir a mis amigos. Creo que este es un tipo de debilidad que debería mejorarse.",0:0,0:0
10,C/I,Fuerza: Yo mismo hago mi trabajo. Debilidad: Soy emocional y no puedo negarme si alguien pide ayuda.,0:0,0:0
5,I/C,"Mi fuerza es todo lo que hago, puedo hacerlo con mi corazón. Y la debilidad es que puedo creer fácilmente en cualquier persona.",0:0,0:0
0,D/I,"Mi fortaleza es que soy adicto al trabajo, siempre trato de facilitar el trabajo a mi equipo, soy un buen observador. Mi debilidad es que no puedo soportar si alguien intenta decepcionarme. Pero ahora convierto esa debilidad en mi fuerza.",0:0,0:0
4,I/S,Fuerza: Soy un solucionador de problemas y soy motivador. Debilidad: un poco perezoso y soy un directo.,0:0,0:0
10,C/I,"Mi fuerza: Soy disciplinado para llevar a cabo los deberes que se me dan, y me concentré intensamente en la tarea a realizar. Soy una persona flexible, colaborativa siempre pienso de manera positiva para mejores resultados y Liderazgo. Mi voluntad de ayudar y apoyar a otros en el trabajo es un papel de buen jugador de equipo y ser digno de confianza. Mis debilidades son que estoy nervioso cuando mi Día 1 comienza en el trabajo y me resulta difícil hacer preguntas, me di cuenta de que hay mucho talento en mi equipo y puedo pedir orientación cuando aseguro mi acción.",0:0,0:0
4,I/S,"Mis fortalezas son que soy una persona honesta, confianza y aprender nuevas ideas con una actitud positiva hacia la automotivación. Mi debilidad: No puedo parar hasta terminar mi trabajo, ya que quiero que cualquier cosa trabaje y se asigne de inmediato antes de tiempo.",0:0,0:0
0,D/I,"Mis puntos fuertes:I Soy un gran trabajador, soy un hombre serio, tengo espíritu de equipo, soy dinámico, tengo una mente creativa y una mentalidad abierta. Mis debilidadesSoy un poco sensible y quiero hacer todo perfectamente.",0:0,0:0
0,D/I,"Mi fuerza es la laboriosidad, la puntualidad, la confianza en mí misma y la dedicación a mi trabajo y mis debilidades son confiar en cualquiera y dar oportunidades a cualquiera.",0:0,0:0
11,C/S,"Fuerza- Honestidad, trabajo duro, trabajo inteligente. Debilidad- No me siento cómodo hasta que no terminé mi trabajo en un tiempo determinado y daré todo mi esfuerzo en mi trabajo.",0:0,0:0
8,S/C,"Soy una persona ánalitica, soy un poco asocial. Y mi debilidad es que me enfoco mucho en el trabajo hatsa que lo termino.",0:0,0:0
4,I/S,Mi fuerza sé manejar los problemas sin miedo. Mi debilidad es que algunas sumas matemáticas no se borran.,0:0,0:0
4,I/S,"Señor, soy la persona honesta, trabajadora y motivada en mi carrera y en mi vida. Gracias.",0:0,0:0
0,D/I,Mi fuerza es que soy honestamente persona. Mi debilidad es que soy una persona directa.,0:0,0:0
8,S/C,Mi mayor fortaleza es que estoy motivado. Aprendo de mis errores y nunca pierdo mi confianza incluso en una situación negativa. Y mi debilidad es que soy una persona directa y lúcida.,0:0,0:0
0,D/I,"Mis puntos fuertes son que analizo los problemas y encuentro la causa raíz. Rectifique lo más rápido posible. Además, puedo entrenar al equipo más rápido y en métodos más fáciles.",0:0,0:0
0,D/I,Fuerza: La nueva atmósfera fácilmente adaptable. Debilidad: Abierto para aprender el poder de agarre rápido.,0:0,0:0
8,S/C,"Hablando de mi fuerza, pienso es que sea consistente en lo que sea que esté haciendo. Y sobre la debilidad, diría que confío en todos, incluso en las reuniones pequeñas.",0:0,0:0
4,I/S,"Mi actitud es mi fuerza, la forma en que creo me da confianza para completar mi tarea y mi actitud me ayuda a dar esta respuesta franca y audaz.",0:0,0:0
4,I/S,Fortalezas: Soy una persona motivada y trabajadora hacia mi portador y mi vida. Debilidad: No puedo decir que no cuando alguien pide ayuda. Y soy un poco perezoso que no me interesa.,0:0,0:0
8,S/C,Fuerza: Mi mayor fortaleza es manejar cualquier situación crítica de manera fresca y fácil. Debilidad: Pensar demasiado es mi única debilidad.,0:0,0:0
4,I/S,"Mi fortaleza y debilidad es mi familia. Mi familia me está apoyando para algún desafío. Lo haré, si mi familia no me apoya, entonces estoy más suelto.",0:0,0:0
0,D/I,Fuerza---Mi mayor criterio de fortaleza es trabajar en igualdad de condiciones con el equipo y dar la oportunidad a todos los compañeros de equipo de trabajar con sus conocimientos y habilidades. Debilidad----Puedo confiar fácilmente en cualquiera y al verlos me incluiré en ese lugar.,0:0,0:0
7,S/I,Mi fuerza: automotivado. Respetar a las personas. Acepto mi fracaso y aprendo cosas nuevas del fracaso. Mi debilidad: emocionarme cuando mis personas cercanas me lastiman.,0:0,0:0
11,C/S,Mi fortaleza es que siempre estoy tratando de mejorar mis habilidades cada vez que tengo la oportunidad. Mi debilidad es que me siento incómodo hasta que termino mi trabajo.,0:0,0:0
0,D/I,"Mis puntos fuertes: trabajador, jugador de rol de apoyo, adaptativo, apasionado. Mis debilidades: incapacidad para estar bien expresado, un poco nervioso, inexperto bien.",0:0,0:0
1,D/S,Fortalezas: Nací positivo. Siempre tomo riesgos porque hay una recompensa. Debilidad: Soy sarcástico.,0:0,0:0
0,D/I,"Mi fortaleza es que soy muy puntual porque me encanta trabajar de vez en cuando. Y mi debilidad es que soy un poco perezoso, así que trato de terminar mi trabajo con un método de atajo rápidamente.",0:0,0:0
8,S/C,Fuerza: mi mayor fortaleza es manejar cualquier situación crítica de manera fría y fácil. Debilidad: mi debilidad es pensar demasiado.,0:0,0:0
5,I/C,"Mi fuerza es que, creo en mí mismo que lo que hago sucederá. Puedo ser fuerte en cualquier situación. Mi debilidad es emocional.",0:0,0:0
4,I/S,"Fortalezas: mis fortalezas son que soy una persona trabajadora y motivada hacia mi meta, disciplinada y aprendo rápido. Debilidades: mis debilidades son que soy una persona emocional y también me enojo y confío en alguien fácilmente",0:0,0:0
8,S/C,Mis fortalezas: Soy una persona positiva y soy muy trabajadora cuando tuve la oportunidad de trabajar en la organización. Puedo probarme a mí mismo. Mi debilidad es que tenía una voz pequeña.,0:0,0:0
